busca,titulo,empresa,local,publicado_ha,salario,titulo_tratado,nivel,cidade,estado,remoto,dias_publicado,faixa_dias,regiao,salario_valor,faixa_salarial
analista de BI,ANALISTA DE BI JR – FOCO EM RPA E INTELIGÊNCIA ARTIFICIAL,Inspin,Barueri,27 dia(s),R$ 5 mil (fornecido pela empresa),analista de bi jr  foco em rpa e inteligencia artificial,junior,Barueri,SP,0.0,27,16 a 30 dias,Sudeste,5000.0,1k a 5k
analista de BI,5728: Analista de Dados/BI Jr.,mazzatech,"São Paulo, São Paulo",17 dia(s),R$ 3 mil - R$ 4 mil (fornecido pela empresa),5728: analista de dados/bi jr.,junior,São Paulo,SP,0.0,17,16 a 30 dias,Sudeste,3500.0,1k a 5k
analista de BI,Analista de Dados | BI,Animal Marketing,Trabalho remoto,mais de 30 dias,R$ 4 mil (fornecido pela empresa),analista de dados | bi,não informado,,,1.0,31,mais de 30 dias,Desconhecido,4000.0,1k a 5k
analista de BI,Analista de BI,SPIN PRICE OUTSOURCING LTDA,"São Paulo, São Paulo",4 dia(s),R$ 7 mil (fornecido pela empresa),analista de bi,não informado,São Paulo,SP,0.0,4,1 a 5 dias,Sudeste,7000.0,5k a 10k
analista de BI,Analista de Dados Jr (Genesis Gênomics),Grupo Fleury,"São Paulo, São Paulo",23 dia(s),R$ 4 mil (fornecido pela empresa),analista de dados jr (genesis genomics),junior,São Paulo,SP,0.0,23,16 a 30 dias,Sudeste,4000.0,1k a 5k
analista de BI,Analista de BI Jr,ABAI,Barueri,mais de 30 dias,R$ 7 mil (fornecido pela empresa),analista de bi jr,junior,Barueri,SP,0.0,31,mais de 30 dias,Sudeste,7000.0,5k a 10k
analista de BI,ANALISTA DE BI JR.,Transportes Della Volpe,"São Paulo, São Paulo",mais de 30 dias,R$ 3 mil - R$ 4 mil (fornecido pela empresa),analista de bi jr.,junior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,3500.0,1k a 5k
analista de BI,Analista de BI e Dados,norte marketing,"São Paulo, São Paulo",7 dia(s),R$ 5 mil (fornecido pela empresa),analista de bi e dados,não informado,São Paulo,SP,0.0,7,6 a 15 dias,Sudeste,5000.0,1k a 5k
analista de BI,Analista de Power BI SR,Pantheon,Trabalho remoto,25 dia(s),R$ 3 mil (fornecido pela empresa),analista de power bi sr,senior,,,1.0,25,16 a 30 dias,Desconhecido,3000.0,1k a 5k
analista de BI,Analista de Dados/BI Jr,DIGITIZEI INFORMATICA LTDA,"São Paulo, São Paulo",mais de 30 dias,R$ 2 mil (fornecido pela empresa),analista de dados/bi jr,junior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,2000.0,1k a 5k
analista de BI,Analista de BI - Júnior,CTC,"Rio de Janeiro, Rio de Janeiro",19 dia(s),R$ 2 mil (fornecido pela empresa),analista de bi - junior,junior,Rio de Janeiro,RJ,0.0,19,16 a 30 dias,Sudeste,2000.0,1k a 5k
analista de BI,Analista de Power BI - Pleno,GROUP D&A ASSESSORIA LTDA,"São Paulo, São Paulo",mais de 30 dias,R$ 4 mil (fornecido pela empresa),analista de power bi - pleno,pleno,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,4000.0,1k a 5k
analista de BI,ANALISTA DE BI JÚNIOR,Jobbol,"Brasília, Distrito Federal",5 dia(s),R$ 4 mil (fornecido pela empresa),analista de bi junior,junior,Brasília,DF,0.0,5,1 a 5 dias,Centro-Oeste,4000.0,1k a 5k
analista de BI,Analista de Dados Júnior (Google e Facebook Ads),Culture Designer,Trabalho remoto,15 dia(s),R$ 4 mil (fornecido pela empresa),analista de dados junior (google e facebook ads),junior,,,1.0,15,6 a 15 dias,Desconhecido,4000.0,1k a 5k
analista de BI,Analista de Testes (remoto),Fóton Informática,Trabalho remoto,mais de 30 dias,R$ 5 mil - R$ 6 mil (fornecido pela empresa),analista de testes (remoto),não informado,,,1.0,31,mais de 30 dias,Desconhecido,5500.0,5k a 10k
analista de BI,Analista de BI,AutoZone Peças e Acessórios Automotivos,"São Paulo, São Paulo",6 dia(s),R$ 5 mil (fornecido pela empresa),analista de bi,não informado,São Paulo,SP,0.0,6,6 a 15 dias,Sudeste,5000.0,1k a 5k
analista de BI,Analista Pleno em Power BI,Nestlé,Ribeirão Preto,24h,R$ 4 mil (fornecido pela empresa),analista pleno em power bi,pleno,Ribeirão Preto,SP,0.0,1,1 a 5 dias,Sudeste,4000.0,1k a 5k
analista de BI,Analista de desenvolvimento de Sistemas,PREMIER LOGISTICS,Ipojuca,mais de 30 dias,R$ 5 mil (fornecido pela empresa),analista de desenvolvimento de sistemas,não informado,Ipojuca,PE,0.0,31,mais de 30 dias,Nordeste,5000.0,1k a 5k
analista de BI,ANALISTA DE POWER BI (FOCO EM INVOLVES),SPAR BRASIL,"São Paulo, São Paulo",18 dia(s),R$ 3 mil - R$ 4 mil (fornecido pela empresa),analista de power bi (foco em involves),não informado,São Paulo,SP,0.0,18,16 a 30 dias,Sudeste,3500.0,1k a 5k
analista de BI,Analista De Servicos Ao Cliente,Unilever,"São Paulo, São Paulo",4 dia(s),R$ 4 mil (fornecido pela empresa),analista de servicos ao cliente,não informado,São Paulo,SP,0.0,4,1 a 5 dias,Sudeste,4000.0,1k a 5k
analista de BI,Pessoa Analista de BI com Tableau Sênior,AMcom,Trabalho remoto,13 dia(s),R$ 5 mil (fornecido pela empresa),pessoa analista de bi com tableau senior,senior,,,1.0,13,6 a 15 dias,Desconhecido,5000.0,1k a 5k
analista de BI,"Analista de BI - (SP, RJ, DF) - Híbrido",Nossas Oportunidades,"Brasília, Distrito Federal",10 dia(s),R$ 9 mil (fornecido pela empresa),"analista de bi - (sp, rj, df) - hibrido",não informado,Brasília,DF,0.0,10,6 a 15 dias,Centro-Oeste,9000.0,5k a 10k
analista de BI,Analista de Dados Júnior | Preço e Inventário,Globo,"São Paulo, São Paulo",3 dia(s),R$ 4 mil - R$ 8 mil (fornecido pela empresa),analista de dados junior | preco e inventario,junior,São Paulo,SP,0.0,3,1 a 5 dias,Sudeste,6000.0,5k a 10k
analista de BI,Analista de Projetos de BI,Comercio e Serviços,"Belo Horizonte, Minas Gerais",4 dia(s),R$ 3 mil (fornecido pela empresa),analista de projetos de bi,não informado,Belo Horizonte,MG,0.0,4,1 a 5 dias,Sudeste,3000.0,1k a 5k
analista de BI,Analista de Planejamento de Demandas,NICE BRASIL,"Limeira, São Paulo",4 dia(s),R$ 3 mil - R$ 4 mil (fornecido pela empresa),analista de planejamento de demandas,pleno,Limeira,SP,0.0,4,1 a 5 dias,Sudeste,3500.0,1k a 5k
analista de BI,Analista BI Especialista - Segmento Varejista,DB,Trabalho remoto,7 dia(s),R$ 4 mil - R$ 6 mil (fornecido pela empresa),analista bi especialista - segmento varejista,especialista,,,1.0,7,6 a 15 dias,Desconhecido,5000.0,1k a 5k
analista de BI,Analista de dados do Power Bi,CR REMOÇÃO,"São Paulo, São Paulo",mais de 30 dias,R$ 4 mil (fornecido pela empresa),analista de dados do power bi,não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,4000.0,1k a 5k
analista de BI,Analista de Operações Jr,DOC9,Trabalho remoto,14 dia(s),R$ 8 mil (fornecido pela empresa),analista de operacoes jr,junior,,,1.0,14,6 a 15 dias,Desconhecido,8000.0,5k a 10k
analista de BI,Analista de BI Pleno,IT'SSEG COMPANY - ACRISURE,"São Paulo, São Paulo",mais de 30 dias,R$ 5 mil (fornecido pela empresa),analista de bi pleno,pleno,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,5000.0,1k a 5k
analista de BI,Analista de BI,Centerlar Comércio de Utilidades LTDA,Jundiaí,mais de 30 dias,R$ 4 mil - R$ 6 mil (fornecido pela empresa),analista de bi,não informado,Jundiaí,SP,0.0,31,mais de 30 dias,Sudeste,5000.0,1k a 5k
analista de BI,Analista de Power BI - Pleno,Global System,"São Paulo, São Paulo",12 dia(s),R$ 3 mil - R$ 6 mil (fornecido pela empresa),analista de power bi - pleno,pleno,São Paulo,SP,0.0,12,6 a 15 dias,Sudeste,4500.0,1k a 5k
analista de BI,Analista de Sistemas Power BI,PROJEKT RECRUTAMENTO,Jandira,mais de 30 dias,R$ 4 mil (fornecido pela empresa),analista de sistemas power bi,não informado,Jandira,SP,0.0,31,mais de 30 dias,Sudeste,4000.0,1k a 5k
analista de BI,Analista de Tesouraria Pleno (Fluxo de Caixa),Alelo,Barueri,21 dia(s),R$ 7 mil (fornecido pela empresa),analista de tesouraria pleno (fluxo de caixa),pleno,Barueri,SP,0.0,21,16 a 30 dias,Sudeste,7000.0,5k a 10k
analista de BI,Analista de BI Tableau Sr - NQLG3D,Meta,Trabalho remoto,mais de 30 dias,R$ 6 mil (fornecido pela empresa),analista de bi tableau sr - nqlg3d,senior,,,1.0,31,mais de 30 dias,Desconhecido,6000.0,5k a 10k
analista de BI,Analista de BI (Web Analytics),Brivia,Trabalho remoto,mais de 30 dias,R$ 7 mil (fornecido pela empresa),analista de bi (web analytics),não informado,,,1.0,31,mais de 30 dias,Desconhecido,7000.0,5k a 10k
analista de BI,Analista de Dados,Solfácil,Trabalho remoto,16 dia(s),R$ 3 mil (fornecido pela empresa),analista de dados,não informado,,,1.0,16,16 a 30 dias,Desconhecido,3000.0,1k a 5k
analista de BI,Analista Governança de TI Sênior,Riachuelo,Trabalho remoto,4 dia(s),R$ 12 mil (fornecido pela empresa),analista governanca de ti senior,senior,,,1.0,4,1 a 5 dias,Desconhecido,12000.0,10k a 15k
analista de BI,Analista de Relacionamento com o Cliente,Sou Concurseiro e Vou Passar,"Manaus, Amazonas",4 dia(s),R$ 3 mil (fornecido pela empresa),analista de relacionamento com o cliente,não informado,Manaus,AM,0.0,4,1 a 5 dias,Norte,3000.0,1k a 5k
analista de BI,Analista de BI,Sipal Indústria e Comércio,Curitiba,mais de 30 dias,R$ 3 mil (fornecido pela empresa),analista de bi,não informado,Curitiba,PR,0.0,31,mais de 30 dias,Sul,3000.0,1k a 5k
analista de BI,Analista de BI,Seja AP,Barueri,mais de 30 dias,R$ 4 mil (fornecido pela empresa),analista de bi,não informado,Barueri,SP,0.0,31,mais de 30 dias,Sudeste,4000.0,1k a 5k
analista de BI,ANALISTA DE TI - POWER BI,GLOBAL HOSPITAR COMERCIO E IMPORTAÇÃO LTDA,Contagem,mais de 30 dias,R$ 5 mil (fornecido pela empresa),analista de ti - power bi,não informado,Contagem,MG,0.0,31,mais de 30 dias,Sudeste,5000.0,1k a 5k
analista de BI,Pessoa Analista BI Sênior,Datum,Trabalho remoto,12 dia(s),R$ 7 mil - R$ 8 mil (fornecido pela empresa),pessoa analista bi senior,senior,,,1.0,12,6 a 15 dias,Desconhecido,7500.0,5k a 10k
analista de BI,ANALISTA DE POWER BI,Npo Sistemas,"Belo Horizonte, Minas Gerais",24 dia(s),R$ 3 mil (fornecido pela empresa),analista de power bi,não informado,Belo Horizonte,MG,0.0,24,16 a 30 dias,Sudeste,3000.0,1k a 5k
analista de BI,ANALISTA DE BI JÚNIOR (HÍBRIDO - SP),TO BRASIL,"São Paulo, São Paulo",mais de 30 dias,R$ 3 mil - R$ 4 mil (fornecido pela empresa),analista de bi junior (hibrido - sp),junior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,3500.0,1k a 5k
analista de BI,ANALISTA DE BI,Rich do Brasil,"São Paulo, São Paulo",mais de 30 dias,R$ 4 mil - R$ 7 mil (fornecido pela empresa),analista de bi,não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,5500.0,5k a 10k
analista de BI,Pessoa Analista de BI Jr,Intelbras,"São José, Santa Catarina",mais de 30 dias,R$ 5 mil - R$ 6 mil (fornecido pela empresa),pessoa analista de bi jr,junior,São José,SC,0.0,31,mais de 30 dias,Sul,5500.0,5k a 10k
analista de BI,Analista de BI/Dados,TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU SA,Contagem,3 dia(s),R$ 4 mil - R$ 5 mil (fornecido pela empresa),analista de bi/dados,não informado,Contagem,MG,0.0,3,1 a 5 dias,Sudeste,4500.0,1k a 5k
analista de BI,Pessoa Analista de Sistemas BI Sênior,Datum,Trabalho remoto,mais de 30 dias,R$ 5 mil - R$ 6 mil (fornecido pela empresa),pessoa analista de sistemas bi senior,senior,,,1.0,31,mais de 30 dias,Desconhecido,5500.0,5k a 10k
analista de BI,Analista de Remuneração,Al.gestão de pessoas,"São Paulo, São Paulo",4 dia(s),R$ 3 mil - R$ 4 mil (fornecido pela empresa),analista de remuneracao,não informado,São Paulo,SP,0.0,4,1 a 5 dias,Sudeste,3500.0,1k a 5k
analista de BI,Analista de Dados PL BI - Centro Cooperativo de Tecnologia da Informação (CCTI),Castrolanda Cooperativa Agroindustrial,Trabalho remoto,19 dia(s),R$ 5 mil - R$ 6 mil (fornecido pela empresa),analista de dados pl bi - centro cooperativo de tecnologia da informacao (ccti),pleno,,,1.0,19,16 a 30 dias,Desconhecido,5500.0,5k a 10k
analista de BI,Analista de CRO e BI (E-commerce),Zerezes,Trabalho remoto,mais de 30 dias,R$ 4 mil (fornecido pela empresa),analista de cro e bi (e-commerce),não informado,,,1.0,31,mais de 30 dias,Desconhecido,4000.0,1k a 5k
analista de BI,Analista de Power Apps,Extreme Digital Solutions,Trabalho remoto,mais de 30 dias,R$ 8 mil (fornecido pela empresa),analista de power apps,não informado,,,1.0,31,mais de 30 dias,Desconhecido,8000.0,5k a 10k
analista de BI,Analista Digital CMS,Alelo,Trabalho remoto,5 dia(s),R$ 5 mil (fornecido pela empresa),analista digital cms,não informado,,,1.0,5,1 a 5 dias,Desconhecido,5000.0,1k a 5k
analista de BI,Analista de Dados | BI,Faça parte do nosso time,"São Paulo, São Paulo",11 dia(s),R$ 4 mil (fornecido pela empresa),analista de dados | bi,não informado,São Paulo,SP,0.0,11,6 a 15 dias,Sudeste,4000.0,1k a 5k
analista de BI,Analista de BI,MILAGRO AGRO BRASIL LTDA,Osasco,mais de 30 dias,R$ 6 mil (fornecido pela empresa),analista de bi,não informado,Osasco,SP,0.0,31,mais de 30 dias,Sudeste,6000.0,5k a 10k
analista de BI,Analista de Manutenção Sênior | PCM Brasil,Natura & Co,Trabalho remoto,mais de 30 dias,R$ 6 mil (fornecido pela empresa),analista de manutencao senior | pcm brasil,senior,,,1.0,31,mais de 30 dias,Desconhecido,6000.0,5k a 10k
analista de BI,Analista de BI,AVIPAM VIAGENS E TURISMO LTDA,"São Paulo, São Paulo",21 dia(s),R$ 3 mil (fornecido pela empresa),analista de bi,não informado,São Paulo,SP,0.0,21,16 a 30 dias,Sudeste,3000.0,1k a 5k
analista de BI,Analista de Planejamento Estratégico e M&A SR,Alelo,Barueri,6 dia(s),R$ 5 mil (fornecido pela empresa),analista de planejamento estrategico e m&a sr,pleno,Barueri,SP,0.0,6,6 a 15 dias,Sudeste,5000.0,1k a 5k
analista de BI,Analista Sênior de Marketing de Performance,EBAC Online,Trabalho remoto,4 dia(s),R$ 4 mil - R$ 5 mil (fornecido pela empresa),analista senior de marketing de performance,senior,,,1.0,4,1 a 5 dias,Desconhecido,4500.0,1k a 5k
analista de BI,Analista de Processos RH Jr,Raízen,"Piracicaba, São Paulo",11 dia(s),R$ 3 mil (fornecido pela empresa),analista de processos rh jr,junior,Piracicaba,SP,0.0,11,6 a 15 dias,Sudeste,3000.0,1k a 5k
analista de BI,Analista de BI,Estilo Telemarketing,"Belo Horizonte, Minas Gerais",mais de 30 dias,R$ 3 mil (fornecido pela empresa),analista de bi,não informado,Belo Horizonte,MG,0.0,31,mais de 30 dias,Sudeste,3000.0,1k a 5k
analista de BI,Analista de BI,Virtus Recursos Humanos,"São Paulo, São Paulo",mais de 30 dias,R$ 6 mil (fornecido pela empresa),analista de bi,não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,6000.0,5k a 10k
analista de BI,Analista de Dados Pleno,Paciente 360,Trabalho remoto,3 dia(s),R$ 4 mil - R$ 5 mil (fornecido pela empresa),analista de dados pleno,pleno,,,1.0,3,1 a 5 dias,Desconhecido,4500.0,1k a 5k
analista de BI,Analista BI Sênior (Modelagem DW | AWS),Leega Consultoria,Trabalho remoto,24h,R$ 4 mil - R$ 7 mil (fornecido pela empresa),analista bi senior (modelagem dw | aws),senior,,,1.0,1,1 a 5 dias,Desconhecido,5500.0,5k a 10k
analista de BI,Analista De Dados,D'PAULA INDÚSTRIA E COMÉRCIO LTDA,Barueri,26 dia(s),R$ 7 mil (fornecido pela empresa),analista de dados,não informado,Barueri,SP,0.0,26,16 a 30 dias,Sudeste,7000.0,5k a 10k
analista de BI,Analista de BI,AGÊNCIA F2F,"São Paulo, São Paulo",mais de 30 dias,R$ 3 mil (fornecido pela empresa),analista de bi,não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,3000.0,1k a 5k
analista de BI,Analista de Relacionamento Rede – Sul,Saúde PASA,"Rio de Janeiro, Rio de Janeiro",3 dia(s),R$ 7 mil (fornecido pela empresa),analista de relacionamento rede  sul,não informado,Rio de Janeiro,RJ,0.0,3,1 a 5 dias,Sudeste,7000.0,5k a 10k
analista de BI,Analista de Dados - BI - O Boticário,M GIRAO PERFUMARIA E COSMETICOS LTDA.,"São Paulo, São Paulo",mais de 30 dias,R$ 6 mil - R$ 7 mil (fornecido pela empresa),analista de dados - bi - o boticario,não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,6500.0,5k a 10k
analista de BI,Analista de Negócio Sênior – BI,SPIN PRICE OUTSOURCING LTDA,"São Paulo, São Paulo",mais de 30 dias,R$ 7 mil - R$ 8 mil (fornecido pela empresa),analista de negocio senior  bi,senior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,7500.0,5k a 10k
analista de BI,Analista de Melhoria Contínua,Seazone,Trabalho remoto,19 dia(s),R$ 7 mil - R$ 8 mil (fornecido pela empresa),analista de melhoria continua,não informado,,,1.0,19,16 a 30 dias,Desconhecido,7500.0,5k a 10k
analista de BI,Analista de Telecom,TOPMIND,"São Paulo, São Paulo",mais de 30 dias,R$ 2 mil - R$ 5 mil (fornecido pela empresa),analista de telecom,não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,3500.0,1k a 5k
analista de BI,Analista de Projetos Sênior (PMO),Serasa Experian,"São Paulo, São Paulo",5 dia(s),R$ 4 mil - R$ 5 mil (fornecido pela empresa),analista de projetos senior (pmo),senior,São Paulo,SP,0.0,5,1 a 5 dias,Sudeste,4500.0,1k a 5k
analista de BI,Analista de Garantia da Qualidade,Labnews Industrial Ltda,Mogi-Guaçu,14 dia(s),R$ 4 mil (fornecido pela empresa),analista de garantia da qualidade,não informado,Mogi-Guaçu,SP,0.0,14,6 a 15 dias,Sudeste,4000.0,1k a 5k
analista de BI,ANALISTA DE SUPORTE – ORACLE LOCALIZAÇÕES,Revna,Trabalho remoto,4 dia(s),R$ 7 mil (fornecido pela empresa),analista de suporte  oracle localizacoes,não informado,,,1.0,4,1 a 5 dias,Desconhecido,7000.0,5k a 10k
analista de BI,Analista de BI (Business Intelligence),CATTER ENGENHARIA,"São Paulo, São Paulo",mais de 30 dias,R$ 6 mil - R$ 7 mil (fornecido pela empresa),analista de bi (business intelligence),não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,6500.0,5k a 10k
analista de BI,Analista de BI,Virtus Recursos Humanos,"São Paulo, São Paulo",mais de 30 dias,R$ 4 mil (fornecido pela empresa),analista de bi,não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,4000.0,1k a 5k
analista de BI,Analista de Dados Sênior,Bridge & Co.,Trabalho remoto,mais de 30 dias,R$ 6 mil - R$ 8 mil (fornecido pela empresa),analista de dados senior,senior,,,1.0,31,mais de 30 dias,Desconhecido,7000.0,5k a 10k
